make,model,variant,cc,seating_capacity,fuel_type,local_output,,,,,,,,,,,,,,,,,,,
DC DESIGN PVT LTD,AVANTI,NULL,2000,2,PETROL,29828,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,SL,560,5549,4,PETROL,24399,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO MANZA,EXL QUADRAJET,1248,5,DIESEL,25838,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO MANZA,VX QUADRAJET,1248,5,DIESEL,25837,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,30 TDI QUATTRO PREMIUM PLUS,1968,5,DIESEL,30215,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO,K10 LXI CNG,998,5,CNG,29262,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO ECS,GLS Emax CNG,1193,5,CNG,29556,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,SD CRDFi BS IV 9 SEATER,1994,9,DIESEL,29436,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,TAVERA,B1 10-SEATER - BS III,2499,10,PETROL,16948,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,2.0 TDI BUSINESS EDITION,1968,5,DIESEL,27650,,,,,,,,,,,,,,,,,,,
BENTLEY,BENTLEY CONTINENTAL,FLYING SPUR W12,5998,5,PETROL,29505,,,,,,,,,,,,,,,,,,,
BMW,I-SERIES,i8,1499,4,PETROL,29474,,,,,,,,,,,,,,,,,,,
FERRARI,CALIFORNIA,CONVERTIBLE,4297,2,PETROL,26362,,,,,,,,,,,,,,,,,,,
MITSUBISHI,LANCER,GLI,1468,5,PETROL,18042,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,35 TDI,1968,5,DIESEL,30233,,,,,,,,,,,,,,,,,,,
MARUTI,WAGON R,MINOR VXI,998,5,PETROL,35708,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,FORTUNER,2.5 TRD SPORTIVO 4 X 2 AT,2494,7,DIESEL,29391,,,,,,,,,,,,,,,,,,,
MARUTI,CIAZ,ZDI,1248,5,DIESEL,28716,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS LIVA,VXD,1364,5,DIESEL,29550,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS LIVA,JD,1364,5,DIESEL,29552,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NANO,LX SPECIAL EDITION,624,4,PETROL,26321,,,,,,,,,,,,,,,,,,,
AUDI,AUDI R8,4.2 V8 coupe,4163,2,PETROL,27189,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A3,35 TDI ATTRACTION,1968,5,DIESEL,28524,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,35 TDI PREMIUM,1968,5,DIESEL,30086,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO,K10 VXI AT,998,5,PETROL,29373,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS CROSS,1.4 VD,1364,5,DIESEL,28003,,,,,,,,,,,,,,,,,,,
BMW,7-SERIES,740Li DPE SIGNATURE,2998,5,PETROL,35583,,,,,,,,,,,,,,,,,,,
ASTON MARTIN,DB9,VOLANTE 4 STR,5935,4,PETROL,27651,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,1.8 VL,1798,5,PETROL,29411,,,,,,,,,,,,,,,,,,,
MARUTI,CIAZ,ZXI+,1373,5,PETROL,29377,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A8,L 50 TDI QUATTRO PREMIUM,2967,5,DIESEL,30505,,,,,,,,,,,,,,,,,,,
BMW,1-SERIES,118d SPORT LINE,1995,5,DIESEL,26782,,,,,,,,,,,,,,,,,,,
ASHOK LEYLAND,STILE,LE 8 STR,1461,8,DIESEL,27162,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,LD PS AC CRDFi BS IV 9 SEATER,1994,9,DIESEL,29439,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,LD PS AC CRDFi BS III 9 SEATER,1994,9,DIESEL,29440,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,FORTUNER,3.0L 4X4 AT,2982,7,DIESEL,29478,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS LIVA,VD,1364,5,DIESEL,29551,,,,,,,,,,,,,,,,,,,
MINI,MINI COOPER,1.6 D 5 Door,1598,5,DIESEL,29455,,,,,,,,,,,,,,,,,,,
ASHOK LEYLAND,STILE,LX 8 STR,1461,8,DIESEL,27166,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO,K10 VXI (O),998,5,PETROL,30285,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SAIL HATCHBACK,1.3 LT ABS,1248,5,DIESEL,30249,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A3,35 TDI PREMIUM PLUS,1968,5,DIESEL,28528,,,,,,,,,,,,,,,,,,,
ROLLS-ROYCE,WRAITH,NULL,6592,4,PETROL,30103,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT,Windsong VDI,1248,5,DIESEL,29352,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,LEISURE 1.6 MPI MT,1598,5,PETROL,26531,,,,,,,,,,,,,,,,,,,
MARUTI,ZEN ESTILO,GREEN LXI,998,5,CNG,26423,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 TITANIUM PLUS PETROL,1196,5,PETROL,30445,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,VD DI BS III 7 SEATER,1994,7,DIESEL,29435,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,SD CRDFi BS III 9 SEATER,1994,9,DIESEL,29437,,,,,,,,,,,,,,,,,,,
FIAT,500,Abarth 595 Competizione,1368,5,PETROL,30149,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A4,35 TDI TECHNOLOGY PACK,1968,5,DIESEL,30142,,,,,,,,,,,,,,,,,,,
ROLLS-ROYCE,GHOST,SERIES II SWB,6592,5,PETROL,29640,,,,,,,,,,,,,,,,,,,
BENTLEY,FLYING SPUR,V8,3993,5,PETROL,28624,,,,,,,,,,,,,,,,,,,
PORSCHE,CAYMAN,GTS,3436,2,PETROL,30400,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SAIL,1.2 LT ABS,1199,5,PETROL,25890,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLC,300 4MATIC,1991,5,PETROL,32046,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,WINGER,PLATINUM,1948,7,DIESEL,26327,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,1.8 JS PETROL,1798,5,PETROL,30028,,,,,,,,,,,,,,,,,,,
FIAT,LINEA,1.4L CLASSIC PETROL,1368,5,PETROL,30155,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,FORTUNER,3.0L 4X2 AT,2982,7,DIESEL,29863,,,,,,,,,,,,,,,,,,,
BMW,M-SERIES,M3 SEDAN,2979,4,PETROL,29864,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,SD DI BS III 9 SEATER,1994,9,DIESEL,29438,,,,,,,,,,,,,,,,,,,
MARUTI,S-CROSS,SIGMA 1.3,1248,5,DIESEL,30136,,,,,,,,,,,,,,,,,,,
BMW,1-SERIES,118d,1995,5,DIESEL,26784,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,BOLT,XMS Petrol,1193,5,PETROL,29321,,,,,,,,,,,,,,,,,,,
PREMIER.,PREMIER RIO,GX,1173,5,PETROL,28027,,,,,,,,,,,,,,,,,,,
PREMIER.,PREMIER RIO,PLUS GX,1173,5,PETROL,28024,,,,,,,,,,,,,,,,,,,
ASHOK LEYLAND,STILE,LE 7 STR,1461,7,DIESEL,27167,,,,,,,,,,,,,,,,,,,
ICML,EXTREME,LD NON AC CRDFi BS IV 9 SEATER,1994,9,DIESEL,29443,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SAIL HATCHBACK,1.2 LT ABS,1199,5,PETROL,30252,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SAIL HATCHBACK,1.3 LS ABS,1248,5,DIESEL,30250,,,,,,,,,,,,,,,,,,,
ASTON MARTIN,VIRAGE,VOLANTE,5935,4,PETROL,28790,,,,,,,,,,,,,,,,,,,
ASHOK LEYLAND,STILE,LX 7 STR ALLOY,1461,7,DIESEL,27168,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SAIL HATCHBACK,1.2 LS ABS,1199,5,PETROL,30254,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,2.0 TDI QUATTRO TECHNOLOGY PACK,1968,5,DIESEL,28736,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDICA V2,1.4 LS,1405,5,DIESEL,28239,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A8,L 50 TDI QUATTRO PREMIUM PLUS,2967,5,DIESEL,30506,,,,,,,,,,,,,,,,,,,
VOLVO,XC90,3.2 AWD,3192,7,PETROL,13090,,,,,,,,,,,,,,,,,,,
VOLVO,S80,3.2,3192,5,PETROL,13087,,,,,,,,,,,,,,,,,,,
ASHOK LEYLAND,STILE,LS 8 STR,1461,8,DIESEL,27164,,,,,,,,,,,,,,,,,,,
MINI,COOPER COUNTRYMAN,2.0L COOPER D,1995,5,DIESEL,29406,,,,,,,,,,,,,,,,,,,
MINI,COOPER COUNTRYMAN,ONE,1598,5,DIESEL,27140,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT DZIRE,VXI AT,1197,5,PETROL,30209,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NANO GENX,XMA,624,4,PETROL,29969,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A4,3.2 FSI QUTTARO,3197,5,PETROL,12413,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,230 AVANTGARDE,2496,5,PETROL,17042,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,M-CLASS,ML 63 AMG,5461,5,PETROL,28033,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,J,1496,5,PETROL,21023,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,DX 9STR,1948,9,DIESEL,22013,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI EX 9STR,2956,9,DIESEL,19033,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,CLS,63 AMG,6208,5,PETROL,12841,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,C250 Avantgarde,2497,5,PETROL,33643,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 400 CABRIOLET,2996,5,PETROL,30037,,,,,,,,,,,,,,,,,,,
MARUTI,VERSA,DX2 - BS III,1298,8,PETROL,12809,,,,,,,,,,,,,,,,,,,
VOLVO,S60,D4 2.0L,1969,5,DIESEL,34782,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,ZDI,1248,7,DIESEL,24004,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO,GLX,1405,5,PETROL,24519,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,OPTRA,1.8 LS,1799,5,PETROL,12552,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,1.4 EXI DURASPORT,1388,5,PETROL,16970,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,OPTRA,1.8 LS AT,1799,5,PETROL,12553,,,,,,,,,,,,,,,,,,,
AUDI,AUDI RS5,COUPE,4163,4,PETROL,22068,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,RIDER 1.8 TURBO,1781,5,PETROL,17070,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,AVEO,1.4 LT ABS,1399,5,PETROL,16941,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI LX 9STR,2956,9,DIESEL,19034,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SIERRA,SIERRA,1948,5,DIESEL,17508,,,,,,,,,,,,,,,,,,,
MARUTI,CIAZ,VXI AT,1248,5,PETROL,31667,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,2.0 TFSI QUATTRO,1984,5,PETROL,16926,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,SLK-CLASS,SLK 200 K,1796,2,PETROL,12852,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 430,4300,5,PETROL,19222,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,180 ELEGANCE,1998,5,PETROL,17504,,,,,,,,,,,,,,,,,,,
BENTLEY,BENTLEY MULSANNE,SPEED,6752,5,PETROL,34784,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,JETTA,TRENDLINE 2.0 TDI,1968,5,DIESEL,19507,,,,,,,,,,,,,,,,,,,
FERRARI,458 SPECIALE,NULL,4497,2,PETROL,29921,,,,,,,,,,,,,,,,,,,
FIAT,AVVENTURA,ABARTH,1368,5,PETROL,32377,,,,,,,,,,,,,,,,,,,
JEEP,WRANGLER,UNLIMITED 3.6L RUBICON 4DR 4X4,3600,5,PETROL,31703,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,LXI,1373,7,PETROL,24002,,,,,,,,,,,,,,,,,,,
MINI,MINI COOPER S,1.6,1598,4,PETROL,29492,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,AMBIENTE 2.0 MPI,1984,5,PETROL,20848,,,,,,,,,,,,,,,,,,,
TOYOTA MOTORS,LAND CRUISER PRADO,TX LIMITED,2693,8,PETROL,34704,,,,,,,,,,,,,,,,,,,
MARUTI,VERSA,DX 5 SEATER - BS III,1298,5,PETROL,17031,,,,,,,,,,,,,,,,,,,
FORD,FIGO ASPIRE,TREND 1.5 TDCi,1498,5,DIESEL,30165,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,LS 1.0 BS-IV OBDII,995,5,PETROL,28136,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,EZI TC,1948,10,DIESEL,17465,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SA EGR,1948,10,DIESEL,17466,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA EX,1948,10,DIESEL,13026,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,1.6 ZXI ABS,1596,5,PETROL,16977,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,1.6 ZXI DURASPORT,1596,5,PETROL,16978,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,1.6 ZXI DURASPORT ABS,1596,5,PETROL,16979,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,RIDER 2.0 MPI,1984,5,PETROL,19085,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO 800,VXI (O),796,5,PETROL,32050,,,,,,,,,,,,,,,,,,,
MASERATI,GHIBLI,V6 DIESEL,2987,5,DIESEL,32090,,,,,,,,,,,,,,,,,,,
BENTLEY,BENTAYGA,W12,5950,5,PETROL,32265,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,SLS,AMG COUPE,6208,2,PETROL,21952,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 350 CGI,3498,5,PETROL,21504,,,,,,,,,,,,,,,,,,,
BMW,3-SERIES,320I SEDAN,1995,4,PETROL,12433,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,180 CLASSIC,1998,5,PETROL,17503,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,DX 8STR,1948,8,DIESEL,22012,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,DX,1948,7,DIESEL,22011,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 500 LAUNCH EDITION,4663,4,PETROL,27521,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GL,63 AMG,5461,7,PETROL,27863,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,45 AMG,1991,5,PETROL,28810,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI CX,2956,10,DIESEL,13024,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI LX,2956,7,DIESEL,13025,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,1.6 LE,1596,5,PETROL,17629,,,,,,,,,,,,,,,,,,,
BMW,3-SERIES,325I SEDAN,2497,4,PETROL,12434,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E350 Avantgarde,3498,5,PETROL,17637,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ARIA,PRIDE LEATHER 4X4,2179,7,DIESEL,20707,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ARIA,PRESTIGE LEATHER 4X4,2179,7,DIESEL,20708,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI CX 9STR,2956,9,DIESEL,19035,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,TITANIUM PLUS PETROL,1499,5,PETROL,22426,,,,,,,,,,,,,,,,,,,
MINI,MINI COOPER S,2.0,1998,4,PETROL,29775,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 DURATEC PETROL EXI,1196,5,PETROL,18928,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 DURATEC PETROL ZXI,1196,5,PETROL,18929,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 DURATEC PETROL TITANIUM,1196,5,PETROL,18930,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI EX,2956,7,DIESEL,19026,,,,,,,,,,,,,,,,,,,
AUDI,A6,3.0L MULTITRONIC,2976,5,PETROL,12411,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A4,35 TDI PREMIUM,1968,5,DIESEL,34679,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDICA,DLS,1405,5,DIESEL,29205,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,G SP,1496,5,PETROL,25709,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,GX TC 7-SEATER,1948,7,DIESEL,13020,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI GX,2956,7,DIESEL,19027,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A8,4.2L QUATTRO,4163,5,PETROL,12419,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA DI GX 9STR,2956,9,DIESEL,19032,,,,,,,,,,,,,,,,,,,
PORSCHE,MACAN,S DIESEL,2967,5,DIESEL,31869,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,63 AMG,6208,5,PETROL,12836,,,,,,,,,,,,,,,,,,,
FIAT,PALIO,GTX,1596,5,PETROL,19854,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SPACIO A1 ST,2956,10,DIESEL,17470,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,1.0 LS,995,5,PETROL,12565,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,G,1496,5,PETROL,21020,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,AVEO,1.4 LS,1399,5,PETROL,12531,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,170 V,NULL,1697,5,PETROL,30736,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 BASE PETROL,1196,5,PETROL,30589,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,SLK-CLASS,SLK 230 K,2295,2,PETROL,29218,,,,,,,,,,,,,,,,,,,
VOLVO,S60,2.0 D4 Momentum,1984,5,PETROL,29797,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,XENON,5 STR,2956,5,DIESEL,29256,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,TITANIUM PLUS 1.0 ECOBOOST,999,5,PETROL,30635,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLE,450 AMG COUPE,2996,5,PETROL,31337,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A8,L 4.0 TFSI QUATTRO,3993,4,PETROL,28832,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDICA,DLE,1405,5,DIESEL,27184,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 200 CGI AVANTGARDE,1991,5,PETROL,27333,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 280,2398,5,PETROL,19208,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,R-CLASS,R 350 4MATIC,3498,7,PETROL,21955,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,1.0 LT,995,5,PETROL,12566,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,1.0,995,5,PETROL,12564,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,1.0 PS,995,5,PETROL,12568,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA GX TC 8-Seater,1948,8,DIESEL,19029,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,AVEO,1.4 LS LIMITED EDITION,1399,5,PETROL,12532,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ARIA,PRESTIGE 4X2,2179,5,DIESEL,22461,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO,FACELIFT LX,1405,5,DIESEL,21974,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,ELEGANCE 1.8 TSI AT,1798,5,PETROL,27087,,,,,,,,,,,,,,,,,,,
AUDI,AUDI R8,5.2 FSI QUATTRO SPYDER,5204,2,PETROL,21798,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,200 K MT,1796,5,PETROL,17039,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO,FACELIFT LS,1396,5,DIESEL,19714,,,,,,,,,,,,,,,,,,,
MARUTI,BALENO HATCHBACK,Delta AT 1.2,1197,5,PETROL,30709,,,,,,,,,,,,,,,,,,,
MARUTI,BALENO HATCHBACK,Sigma 1.3,1248,5,DIESEL,30562,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,3.2 FSI QUATTRO,3132,5,PETROL,12417,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SPACIO GOLD,2956,10,DIESEL,13022,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,200 CGI BLUE EFFICIENCY,1796,5,PETROL,20717,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.2 TSI HIGHLINE AT,1197,5,PETROL,30396,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 320,3200,5,PETROL,27120,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q7,4.2 FSI QUATTRO 7 SEATER,4163,7,PETROL,27245,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,200 CGI ADVANTGARDE,1796,5,PETROL,19653,,,,,,,,,,,,,,,,,,,
FORD,FIGO,1.2 DURATEC PETROL LXI,1196,5,PETROL,18927,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ZEST,XT REVOTRON 90PS PETROL,1193,5,PETROL,28485,,,,,,,,,,,,,,,,,,,
VOLVO,V40 CROSS COUNTRY,T4 MOMENTUM,1596,5,PETROL,30455,,,,,,,,,,,,,,,,,,,
MINI,MINI COOPER,D 3 Door,1496,5,DIESEL,28885,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SPACIO 11STR,2956,11,DIESEL,19732,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,OPTRA,1.8 LT,1799,5,PETROL,12554,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA GX TC 7-Seater,1948,7,DIESEL,19028,,,,,,,,,,,,,,,,,,,
AUDI,AUDI R8,5.2 V10 PLUS,5204,2,PETROL,29335,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,1.0 BS-IV OBDII,995,5,PETROL,28135,,,,,,,,,,,,,,,,,,,
SKODA,FABIA,NEW CLASSIC 1.2 MPI,1198,5,PETROL,20927,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,AMBIENTE 1.8 TURBO,1781,5,PETROL,12915,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.2 TSI HIGHLINE,1197,5,PETROL,29267,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,35 TFSI TECHNOLOGY PACK,1984,5,PETROL,29359,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,ACTIVE 1.4 TSI,1395,5,PETROL,27084,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,SPARK,MUZIC 1.0 LS,995,5,PETROL,12569,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E200K Elegance,1796,5,PETROL,17641,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,240 V6 AT,2597,5,PETROL,17638,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA GX 7STR,1948,7,DIESEL,21761,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA EX 7STR,1948,7,DIESEL,21763,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,VICTA CX 7STR,1948,7,DIESEL,21760,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,CL,600 COUPE,5513,4,PETROL,12838,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,AVEO,1.4 LT,1399,5,PETROL,16940,,,,,,,,,,,,,,,,,,,
SKODA,FABIA,ELEGANCE 1.6 MPI,1598,5,PETROL,20905,,,,,,,,,,,,,,,,,,,
FIAT,GRANDE PUNTO,T-JET 1.4 ABARTH,1368,5,PETROL,33668,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,200 CGI BLUE EFFICIENCY,1796,5,PETROL,27565,,,,,,,,,,,,,,,,,,,
FIAT,GRANDE PUNTO,Evo Active 1.2,1172,5,PETROL,28406,,,,,,,,,,,,,,,,,,,
FIAT,GRANDE PUNTO,Evo Dynamic 1.2,1172,5,PETROL,28407,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A4,35 TFSI PREMIUM,1798,5,PETROL,30684,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q7,3.6 FSI QUATTRO,3597,5,PETROL,12422,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,CLS,350,3498,4,PETROL,17043,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIAGO,REVOTRON XE (O),1199,5,PETROL,31407,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIAGO,REVOTRON XE,1199,5,PETROL,31408,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 250 ELEGANCE,2497,5,PETROL,20741,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SE PLUS,1948,10,DIESEL,21850,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,SPACIO GOLD SA 9STR,2956,9,DIESEL,19634,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,SUMO,DLX 7STR,1998,7,DIESEL,19362,,,,,,,,,,,,,,,,,,,
